Molecule ChEMBL ID,MOL_molhash_id,MOL_num_stereoisomers,CLS_pChEMBL Value,AC_CLS_pChEMBL Value,MOL_molhash_id_no_stereo,MOL_smiles,pChEMBL Value,Smiles,split
CHEMBL585740,b816bc8e1ce719cd56e9d046f786ce691a5ce523,1,0.0,False,e979a4219078d3189d37a3d837ddd0557e84f7f1,COc1ccccc1N1CCN(CCCn2cc(CCCN3CCc4cc(O)c(O)cc4C(c4cccc(C)c4)C3)nn2)CC1,6.94,COc1ccccc1N1CCN(CCCn2cc(CCCN3CCc4cc(O)c(O)cc4C(c4cccc(C)c4)C3)nn2)CC1,train
CHEMBL1257925,6afbd37f7b67a5d85c33b82e7994182dc6b657e2,1,0.0,False,52026d37db23805a9caf23a42c8bce89dc0a1f53,Cc1nc(C)c(-c2nnc(SCCCN3CCC4CC4(c4ccc(C(F)(F)F)cc4)CC3)n2C)o1,6.7,Cc1nc(C)c(-c2nnc(SCCCN3CCC4CC4(c4ccc(C(F)(F)F)cc4)CC3)n2C)o1,train
CHEMBL282375,9d6f6a723b88390a813600db2ab6559ecb169a04,1,0.0,False,838634581e46a1d8f8ce411547246d49bab9caa1,CC(=O)N[C@@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,5.44,CC(=O)N[C@@H]1c2cccc3c2-c2c1ccc1c2[C@@H](C3)N(C)CC1,train
CHEMBL400236,bb7c88299e6e4b7810245944097681960c4375d6,1,1.0,False,b55e6811113d251dd43a937bf72faadc51893741,CC(C)C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,7.17,CC(C)C(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,train
CHEMBL3221299,13299a3cc393047f6604e2222f11544b9a68f31a,1,1.0,False,27932b521fd0b977ea204655b6a22793299a22cb,CCN1CCCC1CNc1nncc2ccc(OC)c(OC)c12,8.41,CCN1CCCC1CNc1nncc2ccc(OC)c(OC)c12,train
CHEMBL243955,bee48040d0143c6ee2d7461b90d549cef58b8213,1,1.0,False,adb53f23da6a338638a5183c2a3f195b84ad1f7f,CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,7.5,CN(C)c1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1,train
CHEMBL4436610,5749debaa75dc3a00873d803e1ab11129f31f6d8,1,1.0,False,8d63db188cae008cc4417cec07cc5d11153188d5,O=C(CCCN1CCC(O)(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(F)cc1,9.49,O=C(CCCN1CCC(O)(c2ccc(C(F)(F)F)cc2)CC1)c1ccc(F)cc1,train
CHEMBL4870140,b1b138ab47156fe9d4d347ff22cad5768b7c7c9e,1,0.0,False,5ddd249783ac06a002f58ce27d599d5d7c97f0f5,CN(CCCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cccc(Cl)c1Cl,6.49,CN(CCCCOc1ccc2c(c1)NC(=O)CC2)CC1CC1c1cccc(Cl)c1Cl,train
CHEMBL4635363,79a18172d8b31f3c3b09b4c2b65554b91bc6525b,1,0.0,False,a9459e6799e2498b1f146fb3e20fe0758f6d212c,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2)CC1,6.65,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCCCN1CCN(c2cccc(Cl)c2)CC1,train
CHEMBL3664870,082c879a88bc401104a1f264f0a724318275af0d,1,0.0,False,c8328059d1df07e2524b0ea188de32f701dca3a8,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)c1ccc2c(c1)OCCO2,6.46,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)c1ccc2c(c1)OCCO2,train
CHEMBL2165137,b64a05487131b44ad4bb645e6c14023182e8111e,1,1.0,False,1a4429c97f1c335f05de0468f4aeae766d2af8fe,Clc1cccc(C2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,7.38,Clc1cccc(C2CCN(CCCCOc3ccc4scnc4c3)CC2)c1Cl,train
CHEMBL423706,9eacfb91775751e019eb2605a2fe5e1b8df60554,1,1.0,False,e36be019e9fd7c07eeb0b06154a9f38699f48372,O=C(CCCN1CCC(CCc2c[nH]c3ccccc23)CC1)c1ccc(F)cc1,7.4,O=C(CCCN1CCC(CCc2c[nH]c3ccccc23)CC1)c1ccc(F)cc1,train
CHEMBL211461,1c6c74728e5f69b37541e08cca9489b34e009b7d,1,0.0,False,244f7a2ac5794176d11094216830d0426bb9c739,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC3CCCC3)c3ccccc32)CC1,5.71,CN1CCN(C2=Nc3cc(Cl)ccc3N(NC(=O)CCC3CCCC3)c3ccccc32)CC1,train
CHEMBL4864320,e700d6c9580b6fc164992e31999fa438cb85a3c9,1,1.0,False,bcec7c07042f29c77e699cf316ddb1f11ef540c9,CCCN1C[C@H](OCCCCOc2ccc3c(c2)NC(=O)CC3)C[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,8.59,CCCN1C[C@H](OCCCCOc2ccc3c(c2)NC(=O)CC3)C[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,train
CHEMBL540799,ab9bea70d6f1f6453597c42afbc7d451b1670c9f,1,1.0,False,d097be22074bf92b80e6fb56cffa2d410c05f80e,O=C(CCCN1CCC2(CC1)OC=C(c1ccccc1)C2=O)c1ccc(F)cc1,7.16,Cl.O=C(CCCN1CCC2(CC1)OC=C(c1ccccc1)C2=O)c1ccc(F)cc1,train
CHEMBL3290009,4dab08bc2ea260658c9dcd15be18a8da286907cd,1,1.0,False,992e1f0e7616e893bcb98f7311875b75cd6ae569,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,7.44,O=S(=O)(NCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1csc2ccccc12,train
CHEMBL4461461,15eadc9023d712e468528d986cc68435be365dff,1,1.0,False,edb071d67593af645a9b6b126ef8b8af13ac3326,CCc1cccc(N2CCN(CCCCNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,7.91,CCc1cccc(N2CCN(CCCCNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,train
CHEMBL3409237,4e3c419bac0c2aaecc780bbe797dad13a4c4eba4,1,1.0,False,d9f99dd3923b6c6075489e5461e9ca71342ab09d,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4ccccc4)CC3)cc2N1,7.7,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4ccccc4)CC3)cc2N1,train
CHEMBL554693,2eda66742dcc65a7648fe287b5485133bbc5bde9,1,1.0,False,0c837014ce6da7129c6601b9f7d0072737a0957f,COc1ccc(CCN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)cc1OC,7.0,COc1ccc(CCN(C)CCN2CCN(c3cccc(Cl)c3)C2=O)cc1OC,train
CHEMBL344602,bad061a084f82eb06d8fc9632e37efbd16e44a58,1,0.0,False,6d47c3c598372a5476dadf7b2f9380f56b247117,N#Cc1ccc2cc(CN3CCN(c4ccc(Cl)c(Cl)c4)CC3)[nH]c2c1,5.775,N#Cc1ccc2cc(CN3CCN(c4ccc(Cl)c(Cl)c4)CC3)[nH]c2c1,train
CHEMBL338496,4b8f50a02124eb6599277222944fe81405b3dd5f,1,0.0,False,8b5b227b58d89cd44159b113a555036de554cbe8,CCCN(CCC)C1CCc2cc(CN(C(C)=O)c3ccc(OC)cc3)ccc2C1,6.2,CCCN(CCC)C1CCc2cc(CN(C(C)=O)c3ccc(OC)cc3)ccc2C1,train
CHEMBL477646,0aff56372fbc72dacd8904cbad922054e69a541c,1,1.0,False,f4218f3866477f4d4dbb5d57f4c144e668c491e0,O=C1c2ccccc2CCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,7.94,O=C1c2ccccc2CCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,train
CHEMBL213200,9794809920208d2e048d4454349abaf3545672ab,1,0.0,False,7469cecd82cdc2f441fee000452a3ca66ea9afdd,Fc1ccc(CN2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)c(F)c1,6.75,Fc1ccc(CN2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)c(F)c1,train
CHEMBL3220212,0dc85b98d0256f25c8e690edee277cbb75639c30,1,1.0,False,5073746217a429d18db73a2ada15746b6f07ebd4,Cc1noc2c1C(=O)CC(CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)C2,7.2,Cc1noc2c1C(=O)CC(CN1CCC(c3c[nH]c4cc(F)ccc34)CC1)C2,train
CHEMBL401031,e8bf44d87ee0965abea2e0457fa0a40b20987d8e,1,1.0,False,c69364b6dce454cac1e7042d40940e4bc89da626,CSc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,7.62,CSc1ccc(C2(O)CCN(Cc3c[nH]c4ccccc34)CC2)cc1,train
CHEMBL294747,b6d963d2303db1c3cce532491b625f22043adcbb,1,1.0,False,ea970166e16cfd4a3208d6dd1570249f85a43cf8,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,7.4,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,train
CHEMBL4848815,14aabb61951e1451608e2b42103a00135b80b373,2,0.0,False,454cc1e566f9f582dc4b469a52d096def9c1dcef,CCC(CNC(=O)/N=C(\N)NCCCc1sc(N)nc1C)c1ccccc1,6.28,CCC(CNC(=O)/N=C(\N)NCCCc1sc(N)nc1C)c1ccccc1,train
CHEMBL3695416,33fa57683b95e2633e9d7d7007c33982ae330e64,1,0.0,False,a93df3f2ae7bb694758bc434fce1a0fad3c32c0e,CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,5.97,CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1,train
CHEMBL238732,2ade026660c7e78b062a9c429baa983486ef4496,1,0.0,False,e05fe715c17f8dbd7953278d2f96109a0b4e09d1,Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cc(Cl)cc2n1,5.6,Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5c(c4)NC(=O)CO5)CC3)cc(Cl)cc2n1,train
CHEMBL3642735,e11efded1ba65d82c9bd543725c12b096352b096,1,0.0,False,1da41083c8179bd7df9ba3f669d596a5e13a6853,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1(O)CC1,6.23,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1)C1(O)CC1,train
CHEMBL4877940,7c975b5ea188c0d00adeda884f998c0db4059da3,1,1.0,False,3cdd55744a614c747aab4a043ec61387eef7f012,COc1cc(CN2CCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,8.21,COc1cc(CN2CCCC2)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,train
CHEMBL1257147,3f61fb7af3c97dccd365759d6ce1d6504eeb7fb4,1,1.0,False,c19d55a9d5d4f4769149d11d4a29d4a42c079c9a,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c21,8.01,O=C1NCc2ccc(OCCCCN3CCN(c4cccc5cccc(F)c45)CC3)c(Cl)c21,train
CHEMBL3409242,71ca108a664ca7ae8de0604a3a41d52e54da71c8,1,1.0,False,afa95c10d57bfcbe728220be4f018f7585e0f7ab,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cc2N1,8.89,O=C1CCc2ccc(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cc2N1,train
CHEMBL1773087,7ea9b14b67d419992ba5024cd360204051ce3a4d,1,0.0,False,71b1d86b1dc4b4349d611292dab11707d39496a0,CN(CCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2c(c1)Cc1ccccc1-2,5.69,CN(CCC(F)CN1CCN(c2cccc(Cl)c2Cl)CC1)Cc1ccc2c(c1)Cc1ccccc1-2,train
CHEMBL3234538,bd64eca8057b3b9f7ae071aa66c6d8a73750ec3f,1,0.0,False,0976eeca47ca3b8c25a9d1988580941d4835a601,CCN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)N[C@H](C)c3ccc(Br)cc3)cc21,6.28,CCN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)N[C@H](C)c3ccc(Br)cc3)cc21,train
CHEMBL252343,06ea28e0c6749a22928da35085bd7d3da82df495,1,1.0,False,24ca8dcb2f3269d3b7342e913a40b7c21c113476,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc3c(c2C1)CC(=O)N3,7.04,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc3c(c2C1)CC(=O)N3,train
CHEMBL4516799,1107bcf2901aa0e09d2c780fec1bb311baa7ba38,1,0.0,False,fb89bc2916a38a3c543d9266bb0006489ba74a75,CCc1cccc(N2CCN(CC(O)CCNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,6.82,CCc1cccc(N2CCN(CC(O)CCNC(=O)c3nc(C)c[nH]3)CC2)c1Cl,train
CHEMBL1442422,4edcee29e590a34c522418f31e8a5f90cb1f8b85,1,0.0,False,8a0e34caf1508e2a5597df81dd5e894ddcfc5f1e,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,4.52,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,train
CHEMBL2062861,3bb6c7fbfc186b8e32dbf30d57e5b50cb61f12ae,1,0.0,False,d16f0b7f54fc9843d000482e7a708d88f797b50d,OC[C@@H]1[C@@H]2CN(Cc3ccccc3)[C@@H](c3ccccc3)[C@@H]2[C@H]1N1CCCCC1,5.7,OC[C@@H]1[C@@H]2CN(Cc3ccccc3)[C@@H](c3ccccc3)[C@@H]2[C@H]1N1CCCCC1,train
CHEMBL3976282,f6042c99b5081ea1968b76ef9f119beb45a13053,1,1.0,False,8cdd03abb032133298af5b5c2683d12e758d1819,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccs1,9.72,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)c1cccs1,train
CHEMBL3664865,558ef3efcafe04a7136a0f2f40c7d8f9cfed9b02,1,0.0,False,75bc5ff6c3f1d522f47076fc14210cdb8c562838,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1,6.45,O=C(CC1CCOCC1)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1,train
CHEMBL424458,9d96040623d52e5197bebed4de8628e31b2478a6,1,1.0,False,86714faec7cad04f28383c18620b1860af92cedd,CCCN(CCC)[C@@H]1CCc2c(ccc(CCc3ccc(C(F)(F)F)cc3)c2OC)C1,7.0,CCCN(CCC)[C@@H]1CCc2c(ccc(CCc3ccc(C(F)(F)F)cc3)c2OC)C1,train
CHEMBL431298,4742c264b2cc4215c5a888394ec3b457e919a5e7,1,0.0,False,92dbaa592fa438605ab2288cae18b77f60b34a20,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,5.6,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,train
CHEMBL4536530,9af94a95d178ce6f4b0bc18ea7fcce688b940b7d,1,0.0,False,b268bbc90a921544eba7389de5eadf49788e77e1,O=C(NCCN1CCN(c2ccc(Br)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,6.390000000000001,O=C(NCCN1CCN(c2ccc(Br)cc2)CC1)NN(Cc1ccccc1)c1ccccc1,train
CHEMBL3929083,4626ac99693f8702ff29c6b304612fa4fce83838,1,0.0,False,8520c9ee413dcb9e1f29410ec64bbf71a6414bcf,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccncc1,6.21,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccncc1,train
CHEMBL4779001,dbc6ec52093aca6cdb400a923f5eb4b3e51a7ed7,1,0.0,False,44a0d72d203999dcc1cd7cff3a74892cd0b7082e,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CCN1C,6.32,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CCN1C,train
CHEMBL4460839,eabefb549116f1c625ef0ff15b68ee8d45159b7f,1,0.0,False,be74644a7daf0dd237f989b25139558c88d81679,COc1cccc(CN2CC=C(c3c[nH]c4ccc(OC(C)C)cc34)CC2)c1,6.52,COc1cccc(CN2CC=C(c3c[nH]c4ccc(OC(C)C)cc34)CC2)c1,train
CHEMBL329398,ccbbb17c5e8b264c7e0236a46d2ae6fb9f41d1d9,1,1.0,False,0007ab186b07bd8d2ecd41f2678ce11314109cec,Oc1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,8.59,Oc1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,train
CHEMBL380597,1e19f0c1060d16a994301586734ec82024a7b249,1,0.0,False,d1d1e996efd9c74b965107750c627add6a439964,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCCc4ccccc43)CC2)cc(C(F)(F)F)n1,6.93,CC(C)(C)c1nc(N2CCN(CCCCN3C(=O)CCCc4ccccc43)CC2)cc(C(F)(F)F)n1,train
CHEMBL4850300,707e346c47e71ade895fd99753729426638eb3e0,1,1.0,False,98be8108c632238747f4ca54f33b2e48f30431fb,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4o3)CN2)c1O,8.64,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2C[C@@H](OCCCCNC(=O)c3cc4ccccc4o3)CN2)c1O,train
CHEMBL4586582,ac85e386d09435ec0dd03c6774611a7ffd9823a6,1,0.0,False,58b8d7edd9bdd0502a9b9ac09879ba1109b46180,CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)C[C@H]1C[C@@H]1c1cccc(Cl)c1Cl,6.0,CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)C[C@H]1C[C@@H]1c1cccc(Cl)c1Cl.Cl,train
CHEMBL3664825,b0f34c752de0171570194d78d33bf105276cb4bb,1,0.0,False,6acd2f45cbc325f648c032a24bec6aaa846279e3,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C(O)C(F)(F)F,6.63,O=C(N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1)C(O)C(F)(F)F,train
CHEMBL2326481,aa003eebad6f32652f7759e7688525f5611dbe4a,1,1.0,False,7709032f7637e8b0b25ce41ccf7003f9abd0f706,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,7.38,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,train
CHEMBL1774549,8d050d8ed6b1a023bf44954fad9ccbabcec942d1,1,0.0,False,1e9486a0031d182fb355d338d01e8bdeafdbf2e5,OC(CCNCc1ccc2c(c1)Cc1ccccc1-2)CN1CCN(c2cccc(Cl)c2Cl)CC1,5.68,OC(CCNCc1ccc2c(c1)Cc1ccccc1-2)CN1CCN(c2cccc(Cl)c2Cl)CC1,train
CHEMBL424294,b74f585791d7d5f023715776785cad2c674dee55,1,1.0,False,46506b3d34a1b729df7d75dde2e25e9ee45c71c2,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,7.1,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,train
CHEMBL543472,42e9ef1d899d87dd919fbea3e53c68cfe8049eaa,1,0.0,False,28996b99cc346b3d0d284a4d0dea48194c335d4e,Oc1ccc2c(c1)C(c1ccccc1)CNCC2,5.36,Cl.Oc1ccc2c(c1)C(c1ccccc1)CNCC2,train
CHEMBL1940405,2d5911c4fe2c81d89041223d4db56f802e208da6,1,0.0,False,454105aa0b1f106ed5b87d8c581e459d114c40c0,Fc1ccc(SCCCN2CCC(c3ccc(Cl)cc3)CC2)cc1,6.73,Fc1ccc(SCCCN2CCC(c3ccc(Cl)cc3)CC2)cc1,train
CHEMBL5172819,5622ae7b058a22c8a6568d7b826b171e474e52a3,1,1.0,False,fdca4bc71811ef56bed308f1ebb4b1d88a7394c8,O=C1CCc2ccc(OCCCCN3CCN(C(=O)c4ccccn4)CC3)cc2N1,8.05,O=C1CCc2ccc(OCCCCN3CCN(C(=O)c4ccccn4)CC3)cc2N1,train
CHEMBL159022,6ba4e9105cb59a280b8819882f1b5bc1edeb14f0,1,1.0,False,4f77c4fcb90e73b953438637e18e2c3cbb194c26,COc1ccccc1C(=O)CCCCCN1CCN(c2noc3ccccc23)CC1,7.11,COc1ccccc1C(=O)CCCCCN1CCN(c2noc3ccccc23)CC1,train
CHEMBL1259190,40b23730527140fbb23d07acc5f4c946e0444bf0,1,1.0,False,ad13bbf0a88a4a516ec510e02a536b71d5db3701,CC(C)C(=O)NCc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,8.35,CC(C)C(=O)NCc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,train
CHEMBL1080126,be42468cc355deaff14fa4c854e5606104e88e18,1,0.0,False,c9b6175b7f23704659a6500dcf8539331f16a878,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,6.65,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,train
CHEMBL4795230,f461aefe3445732f586aebe5bb698304c0966fec,1,0.0,False,4f9ff740796b04c0d168a8958fb15147324b7aa3,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(Cl)cc32)CCN1C,6.97,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(Cl)cc32)CCN1C,train
CHEMBL3774463,29e17816184a70717cfae57dd10fcf25aeb4375d,1,0.0,False,018048d6befb1c35c447d102d3ec420367aaaf94,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1C1CCCCC1,5.2,Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1C1CCCCC1,train
CHEMBL319355,f2afb22433a53b4d7b65ac533d82cee7eb3085c9,1,0.0,False,50a447509ba234079d2c50a15647779212b9cd4d,CS(=O)(=O)Oc1cccc2c1CC[C@@H]1[C@@H]2CCCN1CCCCNC(=O)c1ccc(-c2ccccc2)cc1,5.9,CS(=O)(=O)Oc1cccc2c1CC[C@@H]1[C@@H]2CCCN1CCCCNC(=O)c1ccc(-c2ccccc2)cc1,train
CHEMBL1258605,30643638c260377ef82b6a75ff185b6367a7e63c,1,0.0,False,901b6aafa490a8739a170ef5a193cce705b70c43,COc1ccc2c(c1)C1(CCC2)CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1,6.6,COc1ccc2c(c1)C1(CCC2)CCN(CCCSc2nnc(-c3ocnc3C)n2C)C1,train
CHEMBL86504,43f11a304273d6d343e31d1642795bc8d8b9b040,1,1.0,False,484819dae83c875e549345417110032613e468ab,FC(F)(F)c1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,7.49,FC(F)(F)c1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,train
CHEMBL4093493,9585786280875419bdc0ab7fee82ef6819988dde,1,0.0,False,ee219ad4f430695d1bf214de4558d8b172d6b355,O=C1COc2c(N3CCNCC3)ccc(O)c2N1,5.415,O=C1COc2c(N3CCNCC3)ccc(O)c2N1,train
CHEMBL459930,6d11485111eadff9b958dfcb06e17e586931142a,1,0.0,False,ea0466732bee6a0967eaef51989ba4395b406164,CCOC(=O)c1oc2c(c1C)C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,6.67,CCOC(=O)c1oc2c(c1C)C(=O)CC(CN1CCC(c3noc4cc(F)ccc34)CC1)C2,train
CHEMBL99355,fd02692bc4547e5a47bd91f06edd374c3bb10aa2,1,0.0,False,ca01c57947c3daf96e261b7b0f80156f41c23093,CCCN1CCOC2c3cc(O)ccc3[S+]([O-])CC21,6.71,CCCN1CCOC2c3cc(O)ccc3[S+]([O-])CC21,train
CHEMBL1806868,f4b6f7727228e601231d625cb3aac9b2f14ca1b8,1,0.0,False,e57a9debb3f41145b7fc577db7b99138ebd462f1,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)NC(C)(C)C)c1-3,6.06,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)NC(C)(C)C)c1-3,train
CHEMBL1806871,5e2d45f189f39526d4a1edf6cd7a623fba1b9d41,1,0.0,False,914829ab1df15580f886a874bbf816e107c44eac,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)NCc2ccccc2)c1-3,5.66,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OC(=O)NCc2ccccc2)c1-3,train
CHEMBL2368620,629ed6130364289bf50f924ddedb2e31c4a4eb3d,2,0.0,False,32f7367d6394a5f58bd562cafa9edf1dab22aabb,CS(=O)(=O)c1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccccc3C#N)CC1)CC2,6.8,CS(=O)(=O)c1ccc2c(c1)CCN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccccc3C#N)CC1)CC2.Cl,train
CHEMBL2420781,e1e87955f3c88d943bce1e0bd2b5d69507ea509f,1,0.0,False,08312b0946d63b4f3e0090e6f4f7918925087727,CCOc1ccccc1N1CCN(Cc2cccc3ccccc23)CC1,6.58,CCOc1ccccc1N1CCN(Cc2cccc3ccccc23)CC1,train
CHEMBL1263,e326a831bcc283e4a5f772cd648397fcd8ad84ff,1,0.0,False,4a11c3558febcdc1006ea92740444e0734489053,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,4.5,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,train
CHEMBL3289972,685d76773ac7d0bd7b907d9f5fca58b3903b3d56,1,1.0,False,44a4ac53cd8bf6060c711180dfdcfa8ac521dcdc,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1,7.11,O=S(=O)(NCCCCN1CCN(c2noc3ccccc23)CC1)c1ccc(F)c(Cl)c1,train
CHEMBL4464060,d0bf9a4f6160ece3fc2a31284237fcca1af3d73f,1,0.0,False,ac296870467365f26b21ba1cb81201c5d17568a1,CCCN1CC(c2ccc(N)nc2)OC[C@@H]1C,5.76,CCCN1CC(c2ccc(N)nc2)OC[C@@H]1C,train
CHEMBL3642813,418c19ca9974872b2be348da0af89476922e32bd,1,0.0,False,d9eeb12983e8f2aa3b55cdf90a7f6e184e541e48,CO[C@@H](C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,6.1,CO[C@@H](C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,train
