Molecule ChEMBL ID,MOL_molhash_id,MOL_num_stereoisomers,CLS_pChEMBL Value,AC_CLS_pChEMBL Value,MOL_molhash_id_no_stereo,MOL_smiles,pChEMBL Value,Smiles,split
CHEMBL27309,986a38b16d8dc658638ccfc7616e9137a7f34784,1,0.0,True,5adbcb53c6bcbee0f7554adfe59b243afc037dff,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@@]3(C)O,6.74,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@@]3(C)O,train
CHEMBL233816,7fa1c23ae3aeeecf4fa3b93f8406eff462a36eb8,1,0.0,True,4d7681938793d97b1f6369b6d97e1d9d6bfe4a36,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,6.795,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,train
CHEMBL11363,fbc21c1e7c8326564e36706defdf60e24cf5c07f,1,1.0,True,42871f6c6cc02aace5cebdc40e55b44440a0ae81,C=CCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21,9.52,C=CCN1CC[C@@H]2Cc3c(O)cccc3C[C@H]21,train
CHEMBL2028019,176c03f0086a2a9921ea08b54a9c32678be45398,1,1.0,True,685fe3905e3561b7d7e9d0f9dc2a7f6aff92d8d3,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,9.3,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,train
CHEMBL3935776,94b7c6a5537625d9c42c4c1ecfe79a0eaf66512b,1,0.0,True,279b037bc76e9fa3fca5da0da4b3b1f31ae43956,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,6.505,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,train
CHEMBL4867794,50ce77937253ea65563712384c32d265334f068f,1,0.0,True,081b944f6b7e7c2663f657c06bd497bed3161e27,COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,6.5,COc1ccc(Cl)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,train
CHEMBL1081409,9f8b0ce5ef889041a3b4ab08095ca91b1a3de20e,1,1.0,True,dff0f5e8a084cdf92b8eb284e1c10b9f1d5c90e2,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,7.0,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,train
CHEMBL566133,4511856df58e272a522d0e5baadbd36e1a94e14d,1,1.0,True,b4b9a339b24fea9a64ff6f5e43e80795144371c1,C=CCN1CC[C@@H]2c3cccc(O)c3CC[C@@H]21,7.23,C=CCN1CC[C@@H]2c3cccc(O)c3CC[C@@H]21,train
CHEMBL156639,7ee2a430a2bc55f8fc079a8a5e6828de0f0b0a53,1,0.0,True,17c274a6c0a50f816edd1f81800261291908d195,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,6.76,CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,train
CHEMBL168611,c57b040ddc0f79aaa861faa084e99f710478e6a9,1,1.0,True,475e8f31290e947ebea6d442fe917c6d62bb7673,CCC[C@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,7.449999999999999,CCC[C@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,train
CHEMBL5274609,cc876e6792462348af23bd0d4bd39609228da0dd,1,0.0,True,ab57a57bb25203c652bc64db8bfb76e84ddab7d9,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC[C@H]1CC[C@@H](NC(=O)c2cc3ccccc3[nH]2)CC1,6.96,C[C@H]1CO[C@@H](c2ccc(N)nc2)CN1CC[C@H]1CC[C@@H](NC(=O)c2cc3ccccc3[nH]2)CC1,train
CHEMBL11065,9dee5316f1970b1a79ab8f79682a4eb0086c470a,1,0.0,True,1351f897ccf286cd1475a2913c8a7cba0d0b54f6,CCCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,6.04,CCCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,train
CHEMBL63449,8563426232ec16d8cbee57d338638dc6be9df7d1,1,0.0,True,29d1de86f5bf1c7638fe94d0e753236773cf248d,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1,6.37,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1,train
CHEMBL4852835,137bc54ad8cab0a78adb36650d9c18bfb5c2aa63,1,0.0,True,193e577bcb1b38daa2e2432a6232083e9f237fb0,COc1ccc(F)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,6.44,COc1ccc(F)cc1[C@@H]1C[C@H]1CNCCCOc1ccc2ccc(=O)[nH]c2c1,train
CHEMBL339033,435556ac41921a958df28928916a8e27a7ca218d,1,0.0,True,2a88aef81ac07401e6eef688647f506c312c0af2,O[C@H](CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,6.39,O[C@H](CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,train
CHEMBL10289,bdadbc861750381a8cd3fc1b44236ef8574830c2,1,1.0,True,b4b9a339b24fea9a64ff6f5e43e80795144371c1,C=CCN1CCC2c3cccc(O)c3CCC21,7.755000000000001,C=CCN1CCC2c3cccc(O)c3CCC21,train
CHEMBL3901587,505125b9b73718aa427580b85f3d17f59e1bb2ff,1,0.0,True,279b037bc76e9fa3fca5da0da4b3b1f31ae43956,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,6.055,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,train
CHEMBL3698014,38b517b1de2760064683a8b7011e2ec01c8fa106,1,1.0,True,40be44a950135794876676decd6db3d3f53a7151,CO[C@@H](C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(C)C,7.05,CO[C@@H](C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1)C(C)C,train
CHEMBL4446609,3b2adf6d199acec9b4f1e295871ecf97ec057b63,1,0.0,True,6297c853975186c13d8dcdb98040a003da37c78f,CCc1cccc(N2CCN(C[C@@H](F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,6.05,CCc1cccc(N2CCN(C[C@@H](F)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,train
CHEMBL1684128,3d47e6b97a0c754eecdef200a1592412b4c51c59,1,1.0,True,9522d94df23a324eaad29efcf3dd2d1bd1d7b06e,CCCN1CCc2cccc3c2C1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3,7.06,CCCN1CCc2cccc3c2C1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3,train
CHEMBL233582,3be0cec52e9b7a8dfec83226dc33dad013754e7b,1,1.0,True,960f8908a759efe4bc4f3f6bd9a527f6f2c8cd9b,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(Cl)cc3F)CC2)CC1,7.38,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(Cl)cc3F)CC2)CC1,train
CHEMBL399195,c8cb907912358caeeb3c4756b8830d07bdd24ff3,1,0.0,True,9b4ceae393baf862f335aa318d90962139220feb,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccccc3F)CC2)CC1,6.83,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccccc3F)CC2)CC1,train
CHEMBL429453,891ec4c810198647a160708907c75ce9b016f51d,1,0.0,True,ab1f16beb4021866dd2751b0cd4b1de4cca92071,CCN([C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1)S(=O)(=O)c1ccc(OC)c(OC)c1,6.95,CCN([C@H]1CC[C@@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1)S(=O)(=O)c1ccc(OC)c(OC)c1,train
CHEMBL1765633,62b16cb2ef77fcafa3fd654bddbbadaecb1e81cc,1,1.0,True,2b012cddd6e29887107b6bd4e8e0b3c32d2df177,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@H]1CCn2nccc2C1,8.64,CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)[C@H]1CCn2nccc2C1,train
CHEMBL3955505,ed9d774b13845b0a74e2c220cb03819282faa773,1,1.0,True,279b037bc76e9fa3fca5da0da4b3b1f31ae43956,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,7.12,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,train
CHEMBL24588,bd823a4c2e3b0fcf288f85dacd6df7200432cd34,1,1.0,True,975ea8e4818bbe1bdbc6a0506c48095c6e36b58e,CCCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21,7.03,CCCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21,train
CHEMBL287134,b97a1d27d6aa761744289daee9e6c566f89a4b61,1,0.0,True,43459554350c8fa18c9f3390687e9aa19ecb19eb,C=CCN1CC[C@H]2c3c(O)cccc3CC[C@H]21,6.82,C=CCN1CC[C@H]2c3c(O)cccc3CC[C@H]21,train
CHEMBL301265,ef6a38b5059618fb62c1f119b439ca47665bc766,1,1.0,True,724b474b6518fc11a237acc230533056a3ebf210,CCCN[C@H]1CCc2nc(N)sc2C1,7.4,CCCN[C@H]1CCc2nc(N)sc2C1,train
CHEMBL162265,f49a2db0ef24de0bf8a92a9e7c7cc0a15edccfaa,1,0.0,True,7b346f964beba803bb9cbddfc574082b930732cc,c1ccc(OCC2CCC3CN(c4ncccn4)CCN3C2)cc1,6.73,c1ccc(OCC2CCC3CN(c4ncccn4)CCN3C2)cc1,train
CHEMBL608530,5c31e33f74b16be4086cfed389d6a96cd8b53337,1,0.0,True,b16315a2dfc36f4fc2de9630f3364c467896b575,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,6.445,CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,train
CHEMBL267557,9d8880d1d92e379a34e154da54b2a97281792fef,1,0.0,True,42871f6c6cc02aace5cebdc40e55b44440a0ae81,C=CCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,6.63,C=CCN1CC[C@H]2Cc3c(O)cccc3C[C@@H]21,train
CHEMBL163009,410a600bcf5293cdd0c27dde84a1d2cdfe027057,1,1.0,True,1665db21923498a21cf9f87511711272930a6396,Fc1ccc(OC[C@H]2CC[C@H]3CN(c4ncc(F)cn4)CCN3C2)cc1,7.17,Fc1ccc(OC[C@H]2CC[C@H]3CN(c4ncc(F)cn4)CCN3C2)cc1,train
CHEMBL98305,5c852d5747deacef9aaa1498d3746c508066b713,1,1.0,True,c7b7e8663b1887064ef0099277b23d797ad97068,CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@H]21,8.94,CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@H]21,train
CHEMBL137781,a4e31b6ad59fb68fd21d50d1918ccfd4a2a34672,1,1.0,True,fac0b48fdb0b748a7b343538fba1d3f20bb26f76,C[C@@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,7.22,C[C@@H]1C[C@H](C)N1C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,train
CHEMBL3975989,e24fccfd0202ef786ecb17404d87eee272aea889,1,1.0,True,6a10a8f7a84e3b751122c55b6898a1d0f544ec4e,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccccc3C(F)(F)F)C2)n1C,7.2,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@@H]3c3ccccc3C(F)(F)F)C2)n1C,train
CHEMBL25359,262b743e830c61c579b45e2dbae9bfd471e516c8,1,1.0,True,1351f897ccf286cd1475a2913c8a7cba0d0b54f6,CCCN1CCC2Cc3c(O)cccc3C[C@H]21,8.62,CCCN1CCC2Cc3c(O)cccc3C[C@H]21,train
CHEMBL236621,74c227155940f2fd387150c2ab2dbc0a06c3317e,1,1.0,True,e39c5fe879abb2cb6f36e91c3108d4fea351e81e,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCN(c4ccccc4OC(C)C)CC3)CC2)cc1OC,7.21,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCN(c4ccccc4OC(C)C)CC3)CC2)cc1OC,train
CHEMBL3234544,bc917126d187885f69525d8c9f6f966f307a3d08,1,1.0,True,349faf73e35a065402f14b7b98935e443bdec704,CN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,7.0,CN1C(=O)c2ccccc2[S@+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,train
CHEMBL98836,71a060a7b3c7fffc195efee014e4f4d1ef318143,1,1.0,True,c7b7e8663b1887064ef0099277b23d797ad97068,CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@@H]21,7.13,CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@@H]21,train
CHEMBL234607,21ae55a5c0ddf21b12a89ba4cb1d971f055e9974,1,1.0,True,4d7681938793d97b1f6369b6d97e1d9d6bfe4a36,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,7.11,COc1ccc(Cl)cc1S(=O)(=O)N[C@H]1CC[C@H](N2CCN(c3ccccc3OC(C)C)CC2)CC1,train
CHEMBL234681,bd57a813821c132b61564477df1c4c20a71e2e6a,1,1.0,True,9b4ceae393baf862f335aa318d90962139220feb,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3F)CC2)CC1,7.51,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccccc3F)CC2)CC1,train
CHEMBL236830,77577c8b5e9678189dfa7722e384f3e4e6802a3f,1,0.0,True,46c16d9419e23223f2682087b68ac940c3aa3fd8,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)CC2)CC1,6.37,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@@H](NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)CC2)CC1,train
CHEMBL1079481,eb712b7eecbbbe91b4dcb36fb30739ea63d8bc2d,1,0.0,True,dff0f5e8a084cdf92b8eb284e1c10b9f1d5c90e2,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.9,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,train
CHEMBL243012,cd8ab716e49039af505fdf6686b8b554548fdc4b,1,1.0,True,4c67d5a655fd0a3223d3ac51b8f6311c02d7c5ad,COc1ccc(C2=NO[C@H](CCCN3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)C2)cc1OC,7.1,COc1ccc(C2=NO[C@H](CCCN3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)C2)cc1OC,train
CHEMBL424575,453fc64dbdd8d6c20ad24620c63bcbc1216e2076,1,0.0,True,475e8f31290e947ebea6d442fe917c6d62bb7673,CCC[C@@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,6.72,CCC[C@@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,train
CHEMBL106119,db481f67a93c0ba9ba61c062b33456599497021c,1,0.0,True,e72c90dce9c748f867e3005280f4c8501b5b5ce5,C[C@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,5.03,C[C@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,train
CHEMBL390181,c0d6c587eac748bb194df5da8ba253bc4e177ae0,1,0.0,True,4c67d5a655fd0a3223d3ac51b8f6311c02d7c5ad,COc1ccc(C2=NO[C@@H](CCCN3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)C2)cc1OC,6.4,COc1ccc(C2=NO[C@@H](CCCN3CCN(C(c4ccc(F)cc4)c4ccc(F)cc4)CC3)C2)cc1OC,train
CHEMBL320526,d1db9daf3a4e6bd26a751154f2ce575e105516ce,2,1.0,True,1634eaf7397ce7b958bcc32bfa2ccab3477974e1,CCCN(CCc1ccc(N/C(S)=N/c2ccc3c(c2)C(=O)OC32c3ccc(O)cc3Oc3cc(O)ccc32)cc1)C1CCc2c(O)cccc2C1,8.15,CCCN(CCc1ccc(N/C(S)=N/c2ccc3c(c2)C(=O)OC32c3ccc(O)cc3Oc3cc(O)ccc32)cc1)C1CCc2c(O)cccc2C1,train
CHEMBL236618,39d7e6bb756a7462374148f2c2a1a67c36baeaad,1,1.0,True,8b4bc156b93afbf6bc27071baec25faaceb3d76a,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(S(C)(=O)=O)cc3)CC2)CC1,7.85,CC(C)Oc1ccccc1N1CCN([C@H]2CC[C@H](NS(=O)(=O)c3ccc(S(C)(=O)=O)cc3)CC2)CC1,train
CHEMBL135395,5474619a2dc1ac0660f7ba25a28dd03dfd30b0cf,1,1.0,True,617acb73c0749a087d00d4571c532647fb8c4f83,Oc1ccc2c(c1)OC(CNCc1ccccc1)CC2,8.01,O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CNCc1ccccc1)CC2,train
CHEMBL195706,0b51cf0e4e3134c53dbb1b7acb0a93698ba8e1fa,1,0.0,True,8a0e9e74509cef3cb0cf99b4d4c0db090e8bd588,CN(C)C[C@@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,6.72,CN(C)C[C@@H]1CC2c3ccccc3Oc3ccc(F)cc3[C@H]2O1,train
CHEMBL166269,0e3712d3cf80a66f075425e36d16f2abeaaee6dc,1,0.0,True,7b346f964beba803bb9cbddfc574082b930732cc,c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,5.94,c1ccc(OC[C@@H]2CC[C@H]3CN(c4ncccn4)CCN3C2)cc1,train
CHEMBL3797205,2f0107bccf4b3d655340508d1a6c8451922febcd,1,0.0,True,4192ed9b4eb79cf1d835329732212c10d47fb226,COc1cc(CCNC[C@@H](O)c2ccc(O)c3c2OCC(=O)N3)ccc1OCCCc1ccccc1,6.765,COc1cc(CCNC[C@@H](O)c2ccc(O)c3c2OCC(=O)N3)ccc1OCCCc1ccccc1,train
CHEMBL1744037,e4b6bbac73ff92b8373c9d3c160e025840d423d9,1,1.0,True,c49bd9719f41a2f20e9e9a468af3722c789a4fe0,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,7.42,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,train
CHEMBL4072171,4d7cccf86886b4a87d432adf09449bee45f17632,1,0.0,True,4141bf98e9434d3fbb16855d44f63edd00282629,CC[C@@H](O)CN1CCN(c2cccc(Cl)c2Cl)CC1,6.23,CC[C@@H](O)CN1CCN(c2cccc(Cl)c2Cl)CC1,train
CHEMBL4483569,3d8bb3d84a25b9f56c97e3f15e3fed407ae5502b,1,0.0,True,e5463b187e733b3f4414285188e5e16b3c2a0d41,CCc1cccc(N2CCN(C[C@@H](O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,6.66,CCc1cccc(N2CCN(C[C@@H](O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl,train
CHEMBL169193,0a6a82378739a81b31c0d831d47f1259fc588714,1,0.0,True,43f68951577cc51f142302fefe3f014e41de8c3f,CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,6.96,CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,train
CHEMBL26560,28d98e2bf3d650241254d25321e70273a6b890e6,1,0.0,True,975ea8e4818bbe1bdbc6a0506c48095c6e36b58e,CCCN1CC[C@H]2c3cccc(O)c3CC[C@H]21,6.66,CCCN1CC[C@H]2c3cccc(O)c3CC[C@H]21,train
CHEMBL413343,163e852642afff167500dbe3714ca4234d6a6d08,1,0.0,True,43f68951577cc51f142302fefe3f014e41de8c3f,CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl,6.7,CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl,train
CHEMBL285352,17f77629079fc9fe1472a7d8dd85ffd1a05baa54,1,0.0,True,76170b82bab5584fc4200c0298259d795ae23875,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@@H]3O,6.67,CN1CCc2ccc3c4c2[C@H]1Cc1cccc(c1-4)[C@@H]3O,train
CHEMBL3234522,b8f20cde285c51e59078c1bb8e06da5e50cf6fc3,1,0.0,True,349faf73e35a065402f14b7b98935e443bdec704,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,6.72,CN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCCc3cccs3)cc21,train
CHEMBL4452139,e7284cebc54e96337c5e0cc850a85572b6685809,1,0.0,True,2c017fe1b3439f63534032ce109565650cb65cd9,C[C@H]1CO[C@H](c2ccc(N)nc2)CN1CCCCOc1ccc2c(c1)NC(=O)CC2,5.58,C[C@H]1CO[C@H](c2ccc(N)nc2)CN1CCCCOc1ccc2c(c1)NC(=O)CC2,train
CHEMBL65274,a81db5cf27fceb987b55b615090f9ce6e2c0c432,1,1.0,True,29d1de86f5bf1c7638fe94d0e753236773cf248d,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1,7.77,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1,train
CHEMBL1684135,303688ac81908e1f8e099a28bb3cf1380bfc19b9,1,0.0,True,9522d94df23a324eaad29efcf3dd2d1bd1d7b06e,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3,6.85,CCCN1CCc2cccc3c2[C@H]1Cc1cccc(OCCCCN2CCN(c4ccccc4OC)CC2)c1-3,train
CHEMBL231156,5da89b2a616325906650d4309e0b8731fd294011,1,1.0,True,603ed0bc7bdf748d1f5cfe8881be406102ad4250,O=C(NC[C@H]1C[C@@H]1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,7.27,O=C(NC[C@H]1C[C@@H]1CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,train
CHEMBL4748107,336bac19d0ad30b35bed04b4afe73e01dc55bdb7,1,0.0,True,f516a26c485ff078cd5ee06bb727124c84cea285,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1,6.99,O=S(=O)(N[C@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2cc(Cl)ccc2c1,train
CHEMBL11615,052f32fd2be6ebc1d4bffc07efb8feabfed1e81d,1,0.0,True,fccab06412de2aef2e1199211133b5616f6dbe9e,CCCN(CCC)C1CCc2c(cccc2OC)C1,6.38,CCCN(CCC)C1CCc2c(cccc2OC)C1,train
CHEMBL10207,c9545fc65c56e797bafa528a8c67e99b9e0cfea4,1,0.0,True,975ea8e4818bbe1bdbc6a0506c48095c6e36b58e,CCCN1CCC2c3cccc(O)c3CCC21,6.845000000000001,CCCN1CCC2c3cccc(O)c3CCC21,train
CHEMBL349699,b58d6376adf6bf4636645d543cab4e8a739501dc,1,0.0,True,1665db21923498a21cf9f87511711272930a6396,Fc1ccc(OC[C@@H]2CC[C@@H]3CN(c4ncc(F)cn4)CCN3C2)cc1,6.01,Fc1ccc(OC[C@@H]2CC[C@@H]3CN(c4ncc(F)cn4)CCN3C2)cc1,train
CHEMBL287770,aa7d6b69ae5faf4333c29f301e6a3f4818efcd70,1,0.0,True,c676f30f2b6514f1f8c019bf7a0512126abc0659,CCCN(CCC)[C@H]1CCc2cccc(OC)c2[C@H]1C,5.98,CCCN(CCC)[C@H]1CCc2cccc(OC)c2[C@H]1C,train
CHEMBL91446,11f664245d80cfc9abd0a14d225a59e5488bd819,1,1.0,True,7acc05b6968333ba1b9f457023b32a0eded826f5,COC[C@@H]1CCCN1CCc1c(-c2ccccc2)[nH]c2ccccc12,7.04,COC[C@@H]1CCCN1CCc1c(-c2ccccc2)[nH]c2ccccc12,train
CHEMBL228389,3e4abb3f15b27dd09e0cadff609a79798b5b9e9e,1,1.0,True,94528224d91ce242435cee1936faa3ec4166ee34,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC,7.08,COc1ccc(S(=O)(=O)N[C@H]2CC[C@H](N3CCC(c4ccccc4OCC(F)(F)F)CC3)CC2)cc1OC,train
CHEMBL25483,e31dae66a042955ca67042a4329b51b05f35c0c6,1,1.0,True,b4b9a339b24fea9a64ff6f5e43e80795144371c1,C=CCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21,8.39,C=CCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21,train
CHEMBL283738,a51ffc8fd48c7b688fcac20253ae3a6cda8166de,1,1.0,True,43459554350c8fa18c9f3390687e9aa19ecb19eb,C=CCN1CC[C@@H]2c3c(O)cccc3CC[C@H]21,7.6,C=CCN1CC[C@@H]2c3c(O)cccc3CC[C@H]21,train
CHEMBL71920,fdb5201a0e0fecffb570d603dceecdb28accf7ea,1,1.0,True,c84d1da697864b92ff16bce64ab5d32870246286,CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,7.46,CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,train
CHEMBL228553,fe24c56645d0d312986bad2666de2cd936d7938f,1,0.0,True,3633a19d68af562025160e6ac8296cba1bacbff6,O=S(=O)(N[C@H]1CC[C@H](N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1cccc(OC(F)F)c1,6.89,O=S(=O)(N[C@H]1CC[C@H](N2CCC(c3ccccc3OCC(F)(F)F)CC2)CC1)c1cccc(OC(F)F)c1,train
CHEMBL339963,a3016f5655f799a75c1b60f033a87a463883476e,1,1.0,True,2a88aef81ac07401e6eef688647f506c312c0af2,O[C@@H](CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,7.0,O[C@@H](CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,train
